0.232969	0.496172	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.232969	0.496172	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.232969	0.496172	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.232969	0.496172	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.232969	0.496172	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.232969	0.496172	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.232969	0.496172	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.232969	0.496172	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.232969	0.496172	0.000006	-0.000026	0.005844	-0.025523	0.000000	-0.002400
0.232965	0.496183	-0.003804	0.011220	-3.809810	11.245573	-0.000193	-0.001573
0.232966	0.496179	0.001159	-0.004335	4.962637	-15.555207	0.125513	-0.365868
0.232963	0.496187	-0.002985	0.008210	-4.143604	12.545418	-0.026842	0.111192
0.232965	0.496181	0.001738	-0.006412	4.723113	-14.622261	0.106421	-0.284875
0.232963	0.496187	-0.002582	0.006808	-4.320300	13.219991	-0.043487	0.169182
0.232965	0.496180	0.002014	-0.007335	4.596602	-14.142633	0.093869	-0.243757
0.232962	0.496186	-0.002391	0.006217	-4.405156	13.551638	-0.050073	0.198125
0.232964	0.496179	0.002146	-0.007692	4.536923	-13.909256	0.089254	-0.223345
0.232962	0.496185	-0.002301	0.006022	-4.446773	13.714385	-0.053293	0.212394
0.232964	0.496177	0.002214	-0.007801	4.514087	-13.822731	0.087012	-0.215891
0.232962	0.496183	-0.002249	0.005974	-4.462837	13.774207	-0.055051	0.217513
0.232964	0.496175	0.002248	-0.007783	4.497023	-13.756562	0.085582	-0.210050
0.232962	0.496181	-0.002226	0.006034	-4.474068	13.817306	-0.056072	0.221326
0.232964	0.496173	0.002264	-0.007695	4.489900	-13.729806	0.084829	-0.207676
0.232962	0.496180	-0.002209	0.006112	-4.472523	13.807174	-0.056659	0.220288
0.232964	0.496172	0.002282	-0.007627	4.490968	-13.738392	0.084144	-0.208596
0.232962	0.496178	-0.002196	0.006199	-4.477710	13.825402	-0.057432	0.221860
0.232964	0.496171	0.002293	-0.007548	4.488312	-13.746882	0.080487	-0.210179
0.232962	0.496177	-0.002188	0.006269	-4.480453	13.817573	-0.061040	0.220343
0.232965	0.496169	0.002297	-0.007467	4.485098	-13.735925	0.079937	-0.209231
0.232962	0.496176	-0.002179	0.006331	-4.476376	13.797157	-0.061508	0.218367
0.232965	0.496168	0.002309	-0.007420	4.487733	-13.750888	0.079320	-0.210742
0.232962	0.496175	-0.002166	0.006366	-4.474808	13.786200	-0.062237	0.217194
0.232965	0.496167	0.002317	-0.007386	4.483116	-13.751672	0.075505	-0.211671
0.232963	0.496174	-0.002162	0.006399	-4.479067	13.784510	-0.065939	0.216205
0.232965	0.496166	0.002322	-0.007362	4.484574	-13.761275	0.074919	-0.212687
0.232963	0.496173	-0.002156	0.006415	-4.478310	13.777617	-0.066585	0.215421
0.232965	0.496165	0.002335	-0.007377	4.490683	-13.791774	0.074232	-0.215704
0.232963	0.496172	-0.002151	0.006414	-4.486250	13.790835	-0.070493	0.215753
0.232965	0.496164	0.002333	-0.007369	4.484165	-13.783446	0.070549	-0.215766
0.232963	0.496171	-0.002148	0.006394	-4.480457	13.762926	-0.070975	0.213024
0.232966	0.496163	0.002328	-0.007375	4.476143	-13.768443	0.066882	-0.215209
0.232963	0.496170	-0.002158	0.006398	-4.486911	13.772539	-0.074387	0.213144
0.232966	0.496162	0.002324	-0.007398	4.482131	-13.795497	0.066696	-0.217787
